DATAFLOW,MEASURE: Measure,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2009-Q3,490,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2009-Q4,520,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2010-Q1,529,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2010-Q2,530,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2010-Q3,535,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2010-Q4,545,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2011-Q1,510,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2011-Q2,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2011-Q3,497,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2011-Q4,515,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2012-Q1,525,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2012-Q2,543.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2012-Q3,540,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2012-Q4,561,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2013-Q1,530,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2013-Q2,540,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2013-Q3,570,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2013-Q4,579,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2014-Q1,595,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2014-Q2,557.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2014-Q3,570,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2014-Q4,581,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2015-Q1,570,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2015-Q2,595,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2015-Q3,580,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2015-Q4,575,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2016-Q1,570,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2016-Q2,548,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2016-Q3,520,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2016-Q4,522,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2017-Q1,530,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2017-Q2,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2017-Q3,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2017-Q4,513.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2018-Q1,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2018-Q2,506,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2018-Q3,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2018-Q4,510,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2019-Q1,485,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2019-Q2,470,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2019-Q3,489,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2019-Q4,470,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2020-Q1,470,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2020-Q2,465,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2020-Q3,500,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2020-Q4,520,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),3: Median Price of Established House Transfers,7GDAR: Greater Darwin,Q: Quarterly,2021-Q1,535,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2008-Q1,320,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2008-Q2,313,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2008-Q3,300,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2008-Q4,300,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2009-Q1,315,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2009-Q2,325,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2009-Q3,331,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2009-Q4,339,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2010-Q1,347.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2010-Q2,348.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2010-Q3,329,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2010-Q4,335,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2011-Q1,310,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2011-Q2,335,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2011-Q3,315,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2011-Q4,328.3,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2012-Q1,325,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2012-Q2,326.8,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2012-Q3,322.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2012-Q4,310,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2013-Q1,315,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2013-Q2,310,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2013-Q3,314.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2013-Q4,320,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2014-Q1,325,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2014-Q2,322,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2014-Q3,325,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2014-Q4,320,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2015-Q1,325,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2015-Q2,315,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2015-Q3,330,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2015-Q4,295,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2016-Q1,327.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2016-Q2,300,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2016-Q3,270,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2016-Q4,288,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2017-Q1,311.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2017-Q2,270,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2017-Q3,268,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2017-Q4,255,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2018-Q1,255,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2018-Q2,233.1,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2018-Q3,240,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2018-Q4,265,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2019-Q1,256.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2019-Q2,230,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2019-Q3,240,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2019-Q4,246.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2020-Q1,233.3,AUD: Australian Dollars,3: Thousands,r: revised,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2020-Q2,210,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2020-Q3,248.5,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2020-Q4,280,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),4: Median Price of Attached Dwelling Transfers,5RWAU: Rest of WA,Q: Quarterly,2021-Q1,300,AUD: Australian Dollars,3: Thousands,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2008-Q1,939,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2008-Q2,811,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2008-Q3,782,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2008-Q4,860,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2009-Q1,1100,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2009-Q2,1001,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2009-Q3,1033,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2009-Q4,921,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2010-Q1,976,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2010-Q2,841,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2010-Q3,840,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2010-Q4,837,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2011-Q1,849,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2011-Q2,708,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2011-Q3,680,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2011-Q4,769,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2012-Q1,751,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2012-Q2,682,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2012-Q3,674,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2012-Q4,790,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2013-Q1,814,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2013-Q2,817,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2013-Q3,857,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2013-Q4,829,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2014-Q1,935,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2014-Q2,931,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2014-Q3,786,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2014-Q4,940,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2015-Q1,945,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2015-Q2,924,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2015-Q3,885,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2015-Q4,960,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2016-Q1,925,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2016-Q2,922,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2016-Q3,859,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2016-Q4,1063,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2017-Q1,1113,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2017-Q2,982,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2017-Q3,917,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2017-Q4,1059,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2018-Q1,989,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2018-Q2,935,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2018-Q3,896,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2018-Q4,907,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2019-Q1,903,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2019-Q2,836,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2019-Q3,872,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2019-Q4,877,NUM: Number,0: Units,,
ABS:RES_DWELL(1.0.0),1: Number of Established House Transfers,6GHOB: Greater Hobart,Q: Quarterly,2020-Q1,781,NUM: Number,0: Units,r: revised,
